,abbrev,full,freq,most_freq
2635,Gansu,['of'],{'of': 1.0},of
2636,Garcia,['``Garcia'],{'``Garcia': 1.0},``Garcia
2637,Gard,"['gardens', 'Garden', 'garden']","{'gardens': 0.3333333333333333, 'Garden': 0.3333333333333333, 'garden': 0.3333333333333333}",gardens
2638,Gart.,['Garten'],{'Garten': 1.0},Garten
2639,Gastroenterol,"['gastro-enterologica', 'gastroenterologica', 'gastroenterology', 'gastroenterologia', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'gastroenterologica', 'et', 'gastroenterologie', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'Gastroenterologia', 'Gastroenterologia', 'Gastroenterologie', 'Gastroenterology', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'gastroenterologica', 'gastroenterologica', 'gastroenterologica', 'Gastroenterology', 'gastroenterology', 'gastro-enterologia', 'gastroenterological', 'gastroenterologia', 'gastroenterologia', 'gastro-enterologia', 'gastroenterology', 'gastroenterology', 'gastroenterology.', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'gastroenterology', 'gastro-enterologie']","{'gastro-enterologica': 0.022727272727272728, 'gastroenterologica': 0.11363636363636363, 'gastroenterology': 0.5227272727272727, 'gastroenterologia': 0.06818181818181818, 'et': 0.022727272727272728, 'gastroenterologie': 0.022727272727272728, 'Gastroenterologia': 0.045454545454545456, 'Gastroenterologie': 0.022727272727272728, 'Gastroenterology': 0.045454545454545456, 'gastro-enterologia': 0.045454545454545456, 'gastroenterological': 0.022727272727272728, 'gastroenterology.': 0.022727272727272728, 'gastro-enterologie': 0.022727272727272728}",gastroenterology
2640,Gastroenterol.,"['Gastroenterology', 'gastroenterology', 'Gastroenterology', 'Gastroenterologica', 'Gastroenterologica', 'Gastroenterology', 'Gastroenterology', 'Gastroenterologia', 'Gastroenterology', 'Gastroenterology', 'Gastroenterology', 'Gastroenterologica', 'et', 'Gastroenterology', 'Gastroenterologie', 'Gastroenterology', 'Gastroenterology', 'Gastroenterology', 'Gastroenterologiia', 'Gastroenterology', 'Gastroenterologia', 'Gastroenterologia', 'Gastroenterologie', 'Gastroenterologisches', 'Gastroenterology', 'Gastroenterology', 'Gastroenterology', 'Gastroenterology', 'Gastroenterology', 'Gastroenterology', 'Gastroenterology', 'Gastroenterology', 'Gastroenterology', 'Gastroenterology', 'Gastroenterologica', 'Gastroenterologica', 'Gastroenterology', 'Gastroenterological', 'Gastroenterologia', 'Gastroenterologia', 'Gastroenterologia', 'Gastro-Enterologia', 'Gastroenterology', 'Gastroenterology.', 'Gastroenterology', 'Gastro-Enterologie', 'Gastroenterology', 'Gastroenterology']","{'Gastroenterology': 0.5625, 'gastroenterology': 0.020833333333333332, 'Gastroenterologica': 0.10416666666666667, 'Gastroenterologia': 0.125, 'et': 0.020833333333333332, 'Gastroenterologie': 0.041666666666666664, 'Gastroenterologiia': 0.020833333333333332, 'Gastroenterologisches': 0.020833333333333332, 'Gastroenterological': 0.020833333333333332, 'Gastro-Enterologia': 0.020833333333333332, 'Gastroenterology.': 0.020833333333333332, 'Gastro-Enterologie': 0.020833333333333332}",Gastroenterology
2641,Gastrointest,"['Gastrointestinal', 'gastrointestinal', 'gastrointestinal', 'Gastrointestinal', 'Gastrointestinal', 'Gastrointestinal', 'gastrointestinal', 'gastrointestinal']","{'Gastrointestinal': 0.5, 'gastrointestinal': 0.5}",Gastrointestinal
2642,Gastrointest.,"['Gastrointestinal', 'Gastrointestinal', 'Gastrointestinal', 'Gastrointestinal', 'Gastrointestinal', 'Gastrointestinal', 'Gastrointestinal', 'Gastrointestinal']",{'Gastrointestinal': 1.0},Gastrointestinal
2643,Gastrointestin.,['Gastrointestinal'],{'Gastrointestinal': 1.0},Gastrointestinal
2644,Gaucha,['gaucha'],{'gaucha': 1.0},gaucha
2645,Gaz,"['gazette', 'Gazeta', 'Gazette', 'Gazzetta', 'gazette', 'gazette', 'Gazette', 'gazette', 'gazette', 'gazette', 'gazette', 'gazette', 'gazette', 'gazette', 'gazette', 'gazette', 'gazette', 'Hospital', 'gazette']","{'gazette': 0.7368421052631579, 'Gazeta': 0.05263157894736842, 'Gazette': 0.10526315789473684, 'Gazzetta': 0.05263157894736842, 'Hospital': 0.05263157894736842}",gazette
2646,Gaz.,"['Society', 'Gazette', 'Gazette', 'Gazette', 'Gazette', 'Gazette', 'Gazette', 'Gazette', 'Gazette', 'Gazette', 'Gazette', 'Gazette', 'Gazette', 'Gazette']","{'Society': 0.07142857142857142, 'Gazette': 0.9285714285714286}",Gazette
2647,Gazette,['gazette'],{'gazette': 1.0},gazette
2648,Gazodinam.,['Gazodinamika'],{'Gazodinamika': 1.0},Gazodinamika
2649,Gazz,"['Gazzetta', 'Gazzetta', 'Gazzetta', 'Gazzetta', 'Gazzetta']",{'Gazzetta': 1.0},Gazzetta
2650,Gazz.,"['Gazzetta', 'Gazzetta', 'Gazzetta', 'Gazzetta']",{'Gazzetta': 1.0},Gazzetta
2651,Gdansk,"['medica', 'Medica']","{'medica': 0.5, 'Medica': 0.5}",medica
2652,Geb,['Gebiete'],{'Gebiete': 1.0},Gebiete
2653,Geb.,['Gebiete'],{'Gebiete': 1.0},Gebiete
2654,Geigy,['Geigy.'],{'Geigy.': 1.0},Geigy.
2655,Geistesgesch,['Geistesgeschichte'],{'Geistesgeschichte': 1.0},Geistesgeschichte
2656,Gematol,"['Gematologiia', 'gematologii']","{'Gematologiia': 0.5, 'gematologii': 0.5}",Gematologiia
2657,Gematol.,"['Gematologiia', 'Gematologii']","{'Gematologiia': 0.5, 'Gematologii': 0.5}",Gematologiia
2658,Gemellol,['et'],{'et': 1.0},et
2659,Gemellol.,['et'],{'et': 1.0},et
2660,Gemmol.,"['Gemmologist', 'Gemmology']","{'Gemmologist': 0.5, 'Gemmology': 0.5}",Gemmologist
2661,Gen,"['general', 'general', 'generale', 'generale', 'general', 'general', 'general', 'GEN', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'general', 'general', 'general', 'General', 'general', 'general', 'General', 'general', 'generale', 'generaliste', 'genetika', 'General', 'General', 'General', 'general', 'Hospital', 'generale', 'General', 'generale', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general']","{'general': 0.45652173913043476, 'generale': 0.10869565217391304, 'GEN': 0.021739130434782608, 'General': 0.34782608695652173, 'generaliste': 0.021739130434782608, 'genetika': 0.021739130434782608, 'Hospital': 0.021739130434782608}",general
2662,Gen.,"['General', 'General', 'General', 'general', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'Generale', 'Generale', 'General', 'General', 'General', 'General', 'General', 'General', 'Generale', 'Generale', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'Genetika', 'General', 'General', 'Hospital', 'Generale', 'General', 'General', 'General', 'Genetik', 'General']","{'General': 0.8392857142857143, 'general': 0.017857142857142856, 'Generale': 0.08928571428571429, 'Genetika': 0.017857142857142856, 'Hospital': 0.017857142857142856, 'Genetik': 0.017857142857142856}",General
2663,Gend,"['gender', 'gender', 'gender', 'Gender', 'Gender', 'Gender', 'Gender', 'gender', 'health', 'gender', 'gender', 'gender']","{'gender': 0.5833333333333334, 'Gender': 0.3333333333333333, 'health': 0.08333333333333333}",gender
2664,Gend.,"['Gender', 'Gender', 'of', 'Gender']","{'Gender': 0.75, 'of': 0.25}",Gender
2665,Gene,"['gene', 'gene', 'gene', 'gene', 'gene']",{'gene': 1.0},gene
2666,Geneal,"['genealogie', 'Genealogical']","{'genealogie': 0.5, 'Genealogical': 0.5}",genealogie
2667,Geneesk,['geneeskunde'],{'geneeskunde': 1.0},geneeskunde
2668,Geneesk.,['Geneeskunde'],{'Geneeskunde': 1.0},Geneeskunde
2669,Geneeskd,"['Geneeskunde', 'Geneeskundige', 'geneeskundig', 'geneeskunde', 'geneeskunde', 'geneeskunde']","{'Geneeskunde': 0.16666666666666666, 'Geneeskundige': 0.16666666666666666, 'geneeskundig': 0.16666666666666666, 'geneeskunde': 0.5}",geneeskunde
2670,Geneeskd.,"['Geneeskundige', 'Geneeskundig', 'Geneeskunde', 'Geneeskunde', 'Geneeskunde', 'Geneeskunde']","{'Geneeskundige': 0.16666666666666666, 'Geneeskundig': 0.16666666666666666, 'Geneeskunde': 0.6666666666666666}",Geneeskunde
2671,Gener.,"['Generation', 'Generation']",{'Generation': 1.0},Generation
2672,Genes,"['genes', 'genes', 'genes']",{'genes': 1.0},genes
2673,Genes.,['Genes'],{'Genes': 1.0},Genes
2674,Genet,"['genetica', 'geneticae', 'genetics', 'genetics', 'genetics', 'genetics', 'genetics.', 'genetics.', 'genetics', 'genetics.', 'genetics', 'genetique', 'genetics', 'genetics', 'genetics', 'fur', 'genetics', 'genetics', 'genetics', 'genetics', 'genetic', 'genetics', 'genetics', 'genetics', 'genetics', 'genetics', 'genetics', 'genetics', 'genetics', 'genetics', 'genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetica', 'Genetical', 'Genetics', 'genetic', 'Genetics', 'genetics', 'genetics.', 'genetics', 'genetic', 'genetics', 'genetique', 'genetics', 'genetics', 'genetics', 'genetics', 'genetic', 'genetics', 'genetics', 'genetics', 'genetics', 'genetic', 'genetics', 'genetics', 'genetics', 'Genetics', 'genetics', 'genetics', 'genetics', 'genetics', 'genetics', 'genetics', 'genetic', 'genetics', 'genetics', 'genetics', 'genetics', 'genetika', 'genetics', 'genetic', 'genetiki']","{'genetica': 0.01282051282051282, 'geneticae': 0.01282051282051282, 'genetics': 0.6025641025641025, 'genetics.': 0.05128205128205128, 'genetique': 0.02564102564102564, 'fur': 0.01282051282051282, 'genetic': 0.10256410256410256, 'Genetic': 0.08974358974358974, 'Genetica': 0.01282051282051282, 'Genetical': 0.01282051282051282, 'Genetics': 0.038461538461538464, 'genetika': 0.01282051282051282, 'genetiki': 0.01282051282051282}",genetics
2675,Genet.,"['Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetic', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetic', 'Genetical', 'Genetics', 'Genetika', 'Genetics', 'Genetica', 'Genetics', 'Genetics', 'Genetics', 'Genetica', 'Geneticae', 'Genetics', 'Genetics', 'Genetics', 'Genetics.', 'Genetics.', 'Genetics', 'Genetics.', 'Genetics', 'Genetique', 'Genetics', 'für', 'Genetics', 'Genetic', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetic', 'Genetics', 'Genetics', 'Genetics.', 'Genetics', 'Genetics', 'Genetics', 'Genetique', 'Genetics', 'Genetics', 'Genetics', 'Genetic', 'Genetics', 'Genetics', 'Genetics', 'Genetic', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetics', 'Genetiki', 'Genetika', 'Genetics', 'Genetic', 'Genetics', 'Genetics', 'Genetics', 'Genetic']","{'Genetics': 0.6703296703296703, 'Genetic': 0.17582417582417584, 'Genetical': 0.01098901098901099, 'Genetika': 0.02197802197802198, 'Genetica': 0.02197802197802198, 'Geneticae': 0.01098901098901099, 'Genetics.': 0.04395604395604396, 'Genetique': 0.02197802197802198, 'für': 0.01098901098901099, 'Genetiki': 0.01098901098901099}",Genetics
2676,Geneva,['Geneve-Afrique.'],{'Geneve-Afrique.': 1.0},Geneve-Afrique.
2677,Geneve,"['hygiene', 'Hygiene']","{'hygiene': 0.5, 'Hygiene': 0.5}",hygiene
2678,Genit,['genital'],{'genital': 1.0},genital
2679,Genitif,['Gnitif'],{'Gnitif': 1.0},Gnitif
2680,Genitourin,"['genitourinary', 'Genitourinary']","{'genitourinary': 0.5, 'Genitourinary': 0.5}",genitourinary
2681,Genitourin.,"['Genitourinary', 'Genitourinary']",{'Genitourinary': 1.0},Genitourinary
2682,Genocide,['genocide'],{'genocide': 1.0},genocide
2683,Genome,['genome'],{'genome': 1.0},genome
2684,Genomic,['genomics'],{'genomics': 1.0},genomics
2685,Genomic.,['Genomics'],{'Genomics': 1.0},Genomics
2686,Genomics,"['genomics', 'genomics', 'genomics', 'genomics', 'genomics', 'genomics', 'genomics', 'genomics', 'genomics', 'genomics', 'genomics']",{'genomics': 1.0},genomics
2687,Genoot,['Genootschap'],{'Genootschap': 1.0},Genootschap
2688,Geo-Mar.,['Geo-Marine'],{'Geo-Marine': 1.0},Geo-Marine
2689,Geoanal.,['Geoanalytical'],{'Geoanalytical': 1.0},Geoanalytical
2690,Geobot.,"['Geobotanischen', 'Geobotanica', 'Geobotanica', 'Geobotanik', 'Geobotanica', 'Geobotanischen']","{'Geobotanischen': 0.3333333333333333, 'Geobotanica': 0.5, 'Geobotanik': 0.16666666666666666}",Geobotanica
2691,Geochem,"['geochemistry', 'Geochemical', 'Geochemical', 'geochemistry']","{'geochemistry': 0.5, 'Geochemical': 0.5}",geochemistry
2692,Geochem.,"['Geochemistry', 'Geochemistry', 'Geochemistry', 'Geochemical', 'Geochemical', 'Geochemistry', 'Geochemical', 'Geochemistry', 'Geochemistry', 'Geochemistry', 'Geochemistry', 'Geochemistry:', 'Geochemistry', 'Geochemistry', 'Geochemistry']","{'Geochemistry': 0.7333333333333333, 'Geochemical': 0.2, 'Geochemistry:': 0.06666666666666667}",Geochemistry
2693,Geochem.:,['Geochemistry:'],{'Geochemistry:': 1.0},Geochemistry:
2694,Geochim,['Geochimica'],{'Geochimica': 1.0},Geochimica
2695,Geochim.,['Geochimica'],{'Geochimica': 1.0},Geochimica
2696,Geochronol.,['Geochronology'],{'Geochronology': 1.0},Geochronology
2697,Geod,['geodesy'],{'geodesy': 1.0},geodesy
2698,Geod.,"['Geodesy', 'Geodaetica']","{'Geodesy': 0.5, 'Geodaetica': 0.5}",Geodesy
2699,Geodyn.,"['Geodynamics', 'Geodynamics']",{'Geodynamics': 1.0},Geodynamics
2700,Geoelec.,['Geoelectricity'],{'Geoelectricity': 1.0},Geoelectricity
2701,Geoeng.,['Geoengineering'],{'Geoengineering': 1.0},Geoengineering
2702,Geoenviron.,['Geoenvironmental'],{'Geoenvironmental': 1.0},Geoenvironmental
2703,Geofis.,"['Geofisica', 'Geofisica', 'Geofisica', 'Geofisica']",{'Geofisica': 1.0},Geofisica
2704,Geofiz.,"['Geofizika', 'Mezhdunarodnym', 'Geofizicheskogo', 'Geofizicheskoi']","{'Geofizika': 0.25, 'Mezhdunarodnym': 0.25, 'Geofizicheskogo': 0.25, 'Geofizicheskoi': 0.25}",Geofizika
2705,Geofys.,['Geofysiske'],{'Geofysiske': 1.0},Geofysiske
2706,Geog,"['geographer', 'geography']","{'geographer': 0.5, 'geography': 0.5}",geographer
2707,Geog.,['Geographical'],{'Geographical': 1.0},Geographical
2708,Geoge,['George'],{'George': 1.0},George
2709,Geogr,"['geographica', 'geography', 'geographer', 'geographical', 'geographische', 'geographer', 'Geografia', 'geografia', 'geografico', 'geographes', 'geographie', 'geographiques', 'geographic', 'geographica', 'geographica', 'geographische', 'geographical', 'geography', 'geograficos', 'Geografisch', 'Geographia', 'Geographia', 'Geographica', 'Geographical', 'Geographical', 'Geographical', 'Geographical', 'Geographical', 'Geographical', 'Geographie', 'Geographische', 'Geographische', 'Geographische', 'Geography', 'Geography', 'geographics', 'geograficheskaia', 'geographical', 'geography', 'geographische', 'geographique', 'geographique', 'geographie', 'geography', 'geographische', 'geographic', 'geographic', 'geography', 'geographische', 'geographical', 'geography', 'and', 'geography', 'geographiques', 'geografia', 'geografia', 'geografica', 'Geografia', 'geographie', 'geographie', 'geographique', 'geographique', 'geographie', 'geografica', 'geograficke', 'geographical', 'geography', 'geographer', 'geography', 'geographica', 'geografisk', 'geographer', 'geographer', 'geographer', 'geographical', 'Geographical', 'Geographical', 'Geographical', 'geography', 'geography', 'geographer', 'geographer', 'geographical', 'geography', 'geografii', 'Geographers', 'Geografickeho']","{'geographica': 0.04597701149425287, 'geography': 0.13793103448275862, 'geographer': 0.09195402298850575, 'geographical': 0.08045977011494253, 'geographische': 0.05747126436781609, 'Geografia': 0.022988505747126436, 'geografia': 0.034482758620689655, 'geografico': 0.011494252873563218, 'geographes': 0.011494252873563218, 'geographie': 0.05747126436781609, 'geographiques': 0.022988505747126436, 'geographic': 0.034482758620689655, 'geograficos': 0.011494252873563218, 'Geografisch': 0.011494252873563218, 'Geographia': 0.022988505747126436, 'Geographica': 0.011494252873563218, 'Geographical': 0.10344827586206896, 'Geographie': 0.011494252873563218, 'Geographische': 0.034482758620689655, 'Geography': 0.022988505747126436, 'geographics': 0.011494252873563218, 'geograficheskaia': 0.011494252873563218, 'geographique': 0.04597701149425287, 'and': 0.011494252873563218, 'geografica': 0.022988505747126436, 'geograficke': 0.011494252873563218, 'geografisk': 0.011494252873563218, 'geografii': 0.011494252873563218, 'Geographers': 0.011494252873563218, 'Geografickeho': 0.011494252873563218}",geography
2710,Geogr.,"['Geographica', 'Geography', 'Geographie', 'Geographische', 'Geografiska', 'Geographica', 'Geographica', 'Geographical', 'Geographical', 'Geographische', 'Geographische', 'Geographical', 'Geography', 'Geography', 'Geography', 'Geographic', 'Geography', 'Geographie', 'Geographer', 'Geography', 'Geographer', 'Geographische', 'Geographische', 'Geography', 'Geography', 'Geographia', 'Geographia', 'Geographics', 'Geographical', 'Geography', 'Geography']","{'Geographica': 0.0967741935483871, 'Geography': 0.3225806451612903, 'Geographie': 0.06451612903225806, 'Geographische': 0.16129032258064516, 'Geografiska': 0.03225806451612903, 'Geographical': 0.12903225806451613, 'Geographic': 0.03225806451612903, 'Geographer': 0.06451612903225806, 'Geographia': 0.06451612903225806, 'Geographics': 0.03225806451612903}",Geography
2711,Geogr.-Ethnogr.,['Geographisch-Ethnographischen'],{'Geographisch-Ethnographischen': 1.0},Geographisch-Ethnographischen
2712,Geogr.],['Geography'],{'Geography': 1.0},Geography
2713,Geogr],['geography'],{'geography': 1.0},geography
2714,Geoinf.,['Geoinformation'],{'Geoinformation': 1.0},Geoinformation
2715,Geol,"['geology', 'geologiques', 'geology', 'Geological', 'Geological', 'the', 'geology', 'geologiques:', 'geology', 'Geology']","{'geology': 0.4, 'geologiques': 0.1, 'Geological': 0.2, 'the': 0.1, 'geologiques:': 0.1, 'Geology': 0.1}",geology
2716,Geol.,"['Geology', 'Geology', 'Geology', 'Geologie', 'Geologie', 'Geological', 'Geological', 'Geologie', 'Geologicae', 'Geology', 'Geology', 'Geology', 'Geology', 'Geological', 'Geological', 'Geological', 'Geologie', 'Geologisches', 'Geologiya', 'Geological', 'Geology', 'Geological', 'Geology', 'Geological', 'Geologische', 'Geology', 'Geologica', 'Geologists', 'Geology', 'Geology', 'Geological', 'Geological', 'Geologische', 'Geology', 'Geology', 'Geological', 'Geology', 'Geology', 'Geology', 'Geology', 'Geology', 'Geology', 'Geology', 'Geology', 'Geology', 'Geology', 'Geology', 'Geological', 'Geological', 'Geology', 'Geologico', 'Geologiske', 'Geology', 'Geological', 'Geological', 'Geological', 'Geologischen', 'Geologischen', 'Geology', 'Geologisk', 'Geology', 'Geology', 'Geologica', 'Geology', 'Geology', 'Geologischen']","{'Geology': 0.48484848484848486, 'Geologie': 0.06060606060606061, 'Geological': 0.24242424242424243, 'Geologicae': 0.015151515151515152, 'Geologisches': 0.015151515151515152, 'Geologiya': 0.015151515151515152, 'Geologische': 0.030303030303030304, 'Geologica': 0.030303030303030304, 'Geologists': 0.015151515151515152, 'Geologico': 0.015151515151515152, 'Geologiske': 0.015151515151515152, 'Geologischen': 0.045454545454545456, 'Geologisk': 0.015151515151515152}",Geology
2717,Geom.,"['Geometries', 'Geometry', 'Geometers', 'Geometrie', 'Geometry', 'Geometry', 'Geometric', 'Geometry', 'Geometry', 'Geometry', 'Geometriya', 'Geometry', 'Geometriae', 'Geometric', 'Geometric', 'Geometry', 'Geometry', 'Geometry', 'Geometry', 'Geometry', 'Geometric', 'Geometry', 'Geometry', 'Geometry', 'Geometriya', 'Geometric', 'Geometricheskiy', 'Geometria', 'Geometric', 'Geometry', 'Geometry', 'Geometry', 'Geometric', 'Geometry', 'Geometry', 'Geometry', 'Geometry', 'Geometrie', 'Geometriya', 'Geometric', 'Geometry', 'Geometry', 'Geometry', 'Geometry', 'Geometries', 'Geometry', 'Geometries', 'Geometry', 'Geometry', 'Geometry', 'Geometry', 'Geometry', 'Geometric', 'Geometric', 'Geometric', 'Geometry', 'Geometry', 'Geometry', 'Geometry', 'Geometry', 'Geometry.', 'Geometry', 'Geometry']","{'Geometries': 0.047619047619047616, 'Geometry': 0.6190476190476191, 'Geometers': 0.015873015873015872, 'Geometrie': 0.031746031746031744, 'Geometric': 0.1746031746031746, 'Geometriya': 0.047619047619047616, 'Geometriae': 0.015873015873015872, 'Geometricheskiy': 0.015873015873015872, 'Geometria': 0.015873015873015872, 'Geometry.': 0.015873015873015872}",Geometry
2718,Geomag.,"['Geomagnetism', 'Geomagnetism']",{'Geomagnetism': 1.0},Geomagnetism
2719,Geomagn.,"['Geomagnetizm', 'Geomagnetism']","{'Geomagnetizm': 0.5, 'Geomagnetism': 0.5}",Geomagnetizm
2720,Geomater.,['Geomaterialia'],{'Geomaterialia': 1.0},Geomaterialia
